Starting training:
  Algorithm       : ppo
  Environments    : 4
  Reward mode     : temperature
  Observation     : T04
  Seed            : 42
  Timesteps       : 1000000

=== System Info ===
Hostname              : haicn1702.localdomain
CUDA_VISIBLE_DEVICES : MIG-3ec3a575-8900-5a2d-8b50-60ffc9a8e0d2

=== GPU Info (nvidia-smi) ===
Sun Jun  8 03:53:36 2025       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 570.133.20             Driver Version: 570.133.20     CUDA Version: 12.8     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA A100-SXM4-40GB          On  |   00000000:31:00.0 Off |                   On |
| N/A   43C    P0             45W /  400W |     249MiB /  40960MiB |     N/A      Default |
|                                         |                        |              Enabled |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| MIG devices:                                                                            |
+------------------+----------------------------------+-----------+-----------------------+
| GPU  GI  CI  MIG |                     Memory-Usage |        Vol|        Shared         |
|      ID  ID  Dev |                       BAR1-Usage | SM     Unc| CE ENC  DEC  OFA  JPG |
|                  |                                  |        ECC|                       |
|==================+==================================+===========+=======================|
|  0    1   0   0  |             142MiB / 20096MiB    | 56      0 |  4   0    2    0    0 |
|                  |                 0MiB / 32767MiB  |           |                       |
+------------------+----------------------------------+-----------+-----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+

=== PyTorch CUDA Info ===
CUDA available        : True
Device name (ID 0)    : NVIDIA A100-SXM4-40GB MIG 4g.20gb
CUDA version (torch)  : 12.4
CUDNN version         : 90501
Using cuda device
---------------------------------
| rollout/           |          |
|    ep_rew_mean          | 155          |
| time/                   |              |
|    fps                  | 594          |
|    iterations           | 163          |
|    time_elapsed         | 315          |
|    total_timesteps      | 187776       |
| train/                  |              |
|    approx_kl            | 0.0060271644 |
|    clip_fraction        | 0.039        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.3         |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 36.2         |
|    n_updates            | 1620         |
|    policy_gradient_loss | -0.00132     |
|    std                  | 0.896        |
|    value_loss           | 47           |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 155          |
| time/                   |              |
|    fps                  | 594          |
|    iterations           | 164          |
|    time_elapsed         | 317          |
|    total_timesteps      | 188928       |
| train/                  |              |
|    approx_kl            | 0.0051525063 |
|    clip_fraction        | 0.0233       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.31        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 53.1         |
|    n_updates            | 1630         |
|    policy_gradient_loss | -0.000227    |
|    std                  | 0.893        |
|    value_loss           | 47.9         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 156         |
| time/                   |             |
|    fps                  | 594         |
|    iterations           | 165         |
|    time_elapsed         | 319         |
|    total_timesteps      | 190080      |
| train/                  |             |
|    approx_kl            | 0.009650899 |
|    clip_fraction        | 0.0977      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.31       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 38.9        |
|    n_updates            | 1640        |
|    policy_gradient_loss | -0.00566    |
|    std                  | 0.893       |
|    value_loss           | 45.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 155         |
| time/                   |             |
|    fps                  | 595         |
|    iterations           | 166         |
|    time_elapsed         | 321         |
|    total_timesteps      | 191232      |
| train/                  |             |
|    approx_kl            | 0.003591761 |
|    clip_fraction        | 0.0454      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.31       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 41.6        |
|    n_updates            | 1650        |
|    policy_gradient_loss | -0.004      |
|    std                  | 0.904       |
|    value_loss           | 46.5        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 155          |
| time/                   |              |
|    fps                  | 595          |
|    iterations           | 167          |
|    time_elapsed         | 323          |
|    total_timesteps      | 192384       |
| train/                  |              |
|    approx_kl            | 0.0018350072 |
|    clip_fraction        | 0.0201       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.31        |
|    explained_variance   | -2.38e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 20.8         |
|    n_updates            | 1660         |
|    policy_gradient_loss | -0.00303     |
|    std                  | 0.897        |
|    value_loss           | 46           |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 155         |
| time/                   |             |
|    fps                  | 595         |
|    iterations           | 168         |
|    time_elapsed         | 324         |
|    total_timesteps      | 193536      |
| train/                  |             |
|    approx_kl            | 0.004471635 |
|    clip_fraction        | 0.053       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.31       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 3.97        |
|    n_updates            | 1670        |
|    policy_gradient_loss | -0.00366    |
|    std                  | 0.9         |
|    value_loss           | 47.3        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 155          |
| time/                   |              |
|    fps                  | 595          |
|    iterations           | 169          |
|    time_elapsed         | 326          |
|    total_timesteps      | 194688       |
| train/                  |              |
|    approx_kl            | 0.0024044812 |
|    clip_fraction        | 0.0342       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.31        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 44           |
|    n_updates            | 1680         |
|    policy_gradient_loss | -0.00161     |
|    std                  | 0.899        |
|    value_loss           | 46.7         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 155          |
| time/                   |              |
|    fps                  | 596          |
|    iterations           | 170          |
|    time_elapsed         | 328          |
|    total_timesteps      | 195840       |
| train/                  |              |
|    approx_kl            | 0.0058042128 |
|    clip_fraction        | 0.047        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.32        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 8.48         |
|    n_updates            | 1690         |
|    policy_gradient_loss | -0.00455     |
|    std                  | 0.903        |
|    value_loss           | 46.6         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 155          |
| time/                   |              |
|    fps                  | 596          |
|    iterations           | 171          |
|    time_elapsed         | 330          |
|    total_timesteps      | 196992       |
| train/                  |              |
|    approx_kl            | 0.0066940417 |
|    clip_fraction        | 0.0821       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.32        |
|    explained_variance   | -2.38e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 44.2         |
|    n_updates            | 1700         |
|    policy_gradient_loss | -0.00564     |
|    std                  | 0.904        |
|    value_loss           | 47           |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 155         |
| time/                   |             |
|    fps                  | 596         |
|    iterations           | 172         |
|    time_elapsed         | 332         |
|    total_timesteps      | 198144      |
| train/                  |             |
|    approx_kl            | 0.003975918 |
|    clip_fraction        | 0.027       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.33       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 14.1        |
|    n_updates            | 1710        |
|    policy_gradient_loss | -0.00252    |
|    std                  | 0.922       |
|    value_loss           | 46.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 155         |
| time/                   |             |
|    fps                  | 596         |
|    iterations           | 173         |
|    time_elapsed         | 334         |
|    total_timesteps      | 199296      |
| train/                  |             |
|    approx_kl            | 0.001356883 |
|    clip_fraction        | 0.0173      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.34       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 11.3        |
|    n_updates            | 1720        |
|    policy_gradient_loss | -0.000363   |
|    std                  | 0.927       |
|    value_loss           | 46.9        |
-----------------------------------------
Eval num_timesteps=200000, episode_reward=166.97 +/- 10.17
Episode length: 288.00 +/- 0.00
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 288          |
|    mean_reward          | 167          |
| time/                   |              |
|    total_timesteps      | 200000       |
| train/                  |              |
|    approx_kl            | 0.0002946519 |
|    clip_fraction        | 0.00503      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.34        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 19.1         |
|    n_updates            | 1730         |
|    policy_gradient_loss | 0.000213     |
|    std                  | 0.927        |
|    value_loss           | 45.3         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 288      |
|    ep_rew_mean     | 155      |
| time/              |          |
|    fps             | 592      |
|    iterations      | 174      |
|    time_elapsed    | 338      |
|    total_timesteps | 200448   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 155         |
| time/                   |             |
|    fps                  | 592         |
|    iterations           | 175         |
|    time_elapsed         | 340         |
|    total_timesteps      | 201600      |
| train/                  |             |
|    approx_kl            | 0.007002077 |
|    clip_fraction        | 0.0748      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.35       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 35.2        |
|    n_updates            | 1740        |
|    policy_gradient_loss | -0.00468    |
|    std                  | 0.932       |
|    value_loss           | 46.8        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 155          |
| time/                   |              |
|    fps                  | 592          |
|    iterations           | 176          |
|    time_elapsed         | 341          |
|    total_timesteps      | 202752       |
| train/                  |              |
|    approx_kl            | 0.0011612234 |
|    clip_fraction        | 0.0107       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.35        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 18.7         |
|    n_updates            | 1750         |
|    policy_gradient_loss | 8.25e-05     |
|    std                  | 0.933        |
|    value_loss           | 46.3         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 155          |
| time/                   |              |
|    fps                  | 593          |
|    iterations           | 177          |
|    time_elapsed         | 343          |
|    total_timesteps      | 203904       |
| train/                  |              |
|    approx_kl            | 0.0013768508 |
|    clip_fraction        | 0.0178       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.35        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 10.4         |
|    n_updates            | 1760         |
|    policy_gradient_loss | -0.00114     |
|    std                  | 0.941        |
|    value_loss           | 46.8         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 155         |
| time/                   |             |
|    fps                  | 593         |
|    iterations           | 178         |
|    time_elapsed         | 345         |
|    total_timesteps      | 205056      |
| train/                  |             |
|    approx_kl            | 0.004812991 |
|    clip_fraction        | 0.037       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.36       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 13.1        |
|    n_updates            | 1770        |
|    policy_gradient_loss | -0.000436   |
|    std                  | 0.949       |
|    value_loss           | 46.3        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 288        |
|    ep_rew_mean          | 155        |
| time/                   |            |
|    fps                  | 593        |
|    iterations           | 179        |
|    time_elapsed         | 347        |
|    total_timesteps      | 206208     |
| train/                  |            |
|    approx_kl            | 0.00495513 |
|    clip_fraction        | 0.0545     |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.37      |
|    explained_variance   | -1.19e-07  |
|    learning_rate        | 0.0003     |
|    loss                 | 36.9       |
|    n_updates            | 1780       |
|    policy_gradient_loss | -0.00144   |
|    std                  | 0.95       |
|    value_loss           | 45.7       |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 155          |
| time/                   |              |
|    fps                  | 593          |
|    iterations           | 180          |
|    time_elapsed         | 349          |
|    total_timesteps      | 207360       |
| train/                  |              |
|    approx_kl            | 0.0044105444 |
|    clip_fraction        | 0.0719       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.37        |
|    explained_variance   | 5.96e-08     |
|    learning_rate        | 0.0003       |
|    loss                 | 14.7         |
|    n_updates            | 1790         |
|    policy_gradient_loss | -0.00235     |
|    std                  | 0.957        |
|    value_loss           | 46.1         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 155          |
| time/                   |              |
|    fps                  | 594          |
|    iterations           | 181          |
|    time_elapsed         | 350          |
|    total_timesteps      | 208512       |
| train/                  |              |
|    approx_kl            | 0.0046079955 |
|    clip_fraction        | 0.0372       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.38        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 30.5         |
|    n_updates            | 1800         |
|    policy_gradient_loss | -0.00249     |
|    std                  | 0.963        |
|    value_loss           | 45.8         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 155          |
| time/                   |              |
|    fps                  | 594          |
|    iterations           | 182          |
|    time_elapsed         | 352          |
|    total_timesteps      | 209664       |
| train/                  |              |
|    approx_kl            | 0.0032407728 |
|    clip_fraction        | 0.012        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.38        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 33.2         |
|    n_updates            | 1810         |
|    policy_gradient_loss | -0.000654    |
|    std                  | 0.971        |
|    value_loss           | 46.2         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 155         |
| time/                   |             |
|    fps                  | 594         |
|    iterations           | 183         |
|    time_elapsed         | 354         |
|    total_timesteps      | 210816      |
| train/                  |             |
|    approx_kl            | 0.003502137 |
|    clip_fraction        | 0.0168      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.39       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 34.6        |
|    n_updates            | 1820        |
|    policy_gradient_loss | 0.000188    |
|    std                  | 0.965       |
|    value_loss           | 46.1        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 155          |
| time/                   |              |
|    fps                  | 594          |
|    iterations           | 184          |
|    time_elapsed         | 356          |
|    total_timesteps      | 211968       |
| train/                  |              |
|    approx_kl            | 0.0014173655 |
|    clip_fraction        | 0.0173       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.39        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 23.7         |
|    n_updates            | 1830         |
|    policy_gradient_loss | -0.000477    |
|    std                  | 0.969        |
|    value_loss           | 45.3         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 154         |
| time/                   |             |
|    fps                  | 595         |
|    iterations           | 185         |
|    time_elapsed         | 358         |
|    total_timesteps      | 213120      |
| train/                  |             |
|    approx_kl            | 0.005777346 |
|    clip_fraction        | 0.0533      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.39       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 20.7        |
|    n_updates            | 1840        |
|    policy_gradient_loss | -0.00238    |
|    std                  | 0.974       |
|    value_loss           | 45.5        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 154          |
| time/                   |              |
|    fps                  | 595          |
|    iterations           | 186          |
|    time_elapsed         | 359          |
|    total_timesteps      | 214272       |
| train/                  |              |
|    approx_kl            | 0.0080783535 |
|    clip_fraction        | 0.0799       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.39        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 14.4         |
|    n_updates            | 1850         |
|    policy_gradient_loss | -0.00621     |
|    std                  | 0.979        |
|    value_loss           | 45.6         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 154          |
| time/                   |              |
|    fps                  | 595          |
|    iterations           | 187          |
|    time_elapsed         | 361          |
|    total_timesteps      | 215424       |
| train/                  |              |
|    approx_kl            | 0.0034324443 |
|    clip_fraction        | 0.0311       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.4         |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 32.4         |
|    n_updates            | 1860         |
|    policy_gradient_loss | -0.00168     |
|    std                  | 0.991        |
|    value_loss           | 44.8         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 154          |
| time/                   |              |
|    fps                  | 595          |
|    iterations           | 188          |
|    time_elapsed         | 363          |
|    total_timesteps      | 216576       |
| train/                  |              |
|    approx_kl            | 0.0049876166 |
|    clip_fraction        | 0.0222       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.4         |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 23.7         |
|    n_updates            | 1870         |
|    policy_gradient_loss | -0.0011      |
|    std                  | 0.978        |
|    value_loss           | 45.5         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 154         |
| time/                   |             |
|    fps                  | 595         |
|    iterations           | 189         |
|    time_elapsed         | 365         |
|    total_timesteps      | 217728      |
| train/                  |             |
|    approx_kl            | 0.003467396 |
|    clip_fraction        | 0.0148      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.4        |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 11.5        |
|    n_updates            | 1880        |
|    policy_gradient_loss | -0.000256   |
|    std                  | 0.981       |
|    value_loss           | 46.2        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 154         |
| time/                   |             |
|    fps                  | 596         |
|    iterations           | 190         |
|    time_elapsed         | 367         |
|    total_timesteps      | 218880      |
| train/                  |             |
|    approx_kl            | 0.008044781 |
|    clip_fraction        | 0.0379      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.4        |
|    explained_variance   | 5.96e-08    |
|    learning_rate        | 0.0003      |
|    loss                 | 27.6        |
|    n_updates            | 1890        |
|    policy_gradient_loss | 0.000343    |
|    std                  | 0.986       |
|    value_loss           | 45.9        |
-----------------------------------------
Eval num_timesteps=220000, episode_reward=159.35 +/- 5.16
Episode length: 288.00 +/- 0.00
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 288          |
|    mean_reward          | 159          |
| time/                   |              |
|    total_timesteps      | 220000       |
| train/                  |              |
|    approx_kl            | 0.0044260803 |
|    clip_fraction        | 0.0235       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.4         |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 13.5         |
|    n_updates            | 1900         |
|    policy_gradient_loss | -0.000167    |
|    std                  | 0.985        |
|    value_loss           | 44.2         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 288      |
|    ep_rew_mean     | 154      |
| time/              |          |
|    fps             | 592      |
|    iterations      | 191      |
|    time_elapsed    | 371      |
|    total_timesteps | 220032   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 154          |
| time/                   |              |
|    fps                  | 592          |
|    iterations           | 192          |
|    time_elapsed         | 373          |
|    total_timesteps      | 221184       |
| train/                  |              |
|    approx_kl            | 0.0027808286 |
|    clip_fraction        | 0.0138       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.39        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 28           |
|    n_updates            | 1910         |
|    policy_gradient_loss | -3.12e-05    |
|    std                  | 0.966        |
|    value_loss           | 46.4         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 153          |
| time/                   |              |
|    fps                  | 592          |
|    iterations           | 193          |
|    time_elapsed         | 375          |
|    total_timesteps      | 222336       |
| train/                  |              |
|    approx_kl            | 0.0056721442 |
|    clip_fraction        | 0.078        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.38        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 11.4         |
|    n_updates            | 1920         |
|    policy_gradient_loss | -0.00622     |
|    std                  | 0.965        |
|    value_loss           | 44.9         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 153         |
| time/                   |             |
|    fps                  | 592         |
|    iterations           | 194         |
|    time_elapsed         | 376         |
|    total_timesteps      | 223488      |
| train/                  |             |
|    approx_kl            | 0.011962721 |
|    clip_fraction        | 0.129       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.38       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 22          |
|    n_updates            | 1930        |
|    policy_gradient_loss | -0.00619    |
|    std                  | 0.967       |
|    value_loss           | 45.6        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 153         |
| time/                   |             |
|    fps                  | 593         |
|    iterations           | 195         |
|    time_elapsed         | 378         |
|    total_timesteps      | 224640      |
| train/                  |             |
|    approx_kl            | 0.004001448 |
|    clip_fraction        | 0.0353      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.39       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 9.58        |
|    n_updates            | 1940        |
|    policy_gradient_loss | -0.0035     |
|    std                  | 0.97        |
|    value_loss           | 44.8        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 153         |
| time/                   |             |
|    fps                  | 593         |
|    iterations           | 196         |
|    time_elapsed         | 380         |
|    total_timesteps      | 225792      |
| train/                  |             |
|    approx_kl            | 0.006005544 |
|    clip_fraction        | 0.0635      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.39       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 19.6        |
|    n_updates            | 1950        |
|    policy_gradient_loss | -0.00508    |
|    std                  | 0.97        |
|    value_loss           | 45.6        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 153          |
| time/                   |              |
|    fps                  | 593          |
|    iterations           | 197          |
|    time_elapsed         | 382          |
|    total_timesteps      | 226944       |
| train/                  |              |
|    approx_kl            | 0.0063084336 |
|    clip_fraction        | 0.0589       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.4         |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 8.6          |
|    n_updates            | 1960         |
|    policy_gradient_loss | -0.00334     |
|    std                  | 0.99         |
|    value_loss           | 44.5         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 153         |
| time/                   |             |
|    fps                  | 593         |
|    iterations           | 198         |
|    time_elapsed         | 384         |
|    total_timesteps      | 228096      |
| train/                  |             |
|    approx_kl            | 0.006836133 |
|    clip_fraction        | 0.0409      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.41       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 15.2        |
|    n_updates            | 1970        |
|    policy_gradient_loss | -0.00221    |
|    std                  | 1           |
|    value_loss           | 44.8        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 153         |
| time/                   |             |
|    fps                  | 593         |
|    iterations           | 199         |
|    time_elapsed         | 385         |
|    total_timesteps      | 229248      |
| train/                  |             |
|    approx_kl            | 0.002954178 |
|    clip_fraction        | 0.042       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.42       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 24.8        |
|    n_updates            | 1980        |
|    policy_gradient_loss | -0.000353   |
|    std                  | 0.991       |
|    value_loss           | 45.3        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 152         |
| time/                   |             |
|    fps                  | 594         |
|    iterations           | 200         |
|    time_elapsed         | 387         |
|    total_timesteps      | 230400      |
| train/                  |             |
|    approx_kl            | 0.009020456 |
|    clip_fraction        | 0.0602      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.41       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 35.5        |
|    n_updates            | 1990        |
|    policy_gradient_loss | -0.00301    |
|    std                  | 0.993       |
|    value_loss           | 45          |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 152          |
| time/                   |              |
|    fps                  | 594          |
|    iterations           | 201          |
|    time_elapsed         | 389          |
|    total_timesteps      | 231552       |
| train/                  |              |
|    approx_kl            | 0.0022118846 |
|    clip_fraction        | 0.0379       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.41        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 20.5         |
|    n_updates            | 2000         |
|    policy_gradient_loss | -0.00337     |
|    std                  | 0.995        |
|    value_loss           | 45.8         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 152          |
| time/                   |              |
|    fps                  | 594          |
|    iterations           | 202          |
|    time_elapsed         | 391          |
|    total_timesteps      | 232704       |
| train/                  |              |
|    approx_kl            | 0.0022495268 |
|    clip_fraction        | 0.00582      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.42        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 35.1         |
|    n_updates            | 2010         |
|    policy_gradient_loss | 0.000659     |
|    std                  | 0.995        |
|    value_loss           | 44.9         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 152         |
| time/                   |             |
|    fps                  | 594         |
|    iterations           | 203         |
|    time_elapsed         | 393         |
|    total_timesteps      | 233856      |
| train/                  |             |
|    approx_kl            | 0.004862184 |
|    clip_fraction        | 0.0207      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.41       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 26.3        |
|    n_updates            | 2020        |
|    policy_gradient_loss | -0.000734   |
|    std                  | 0.987       |
|    value_loss           | 46          |
-----------------------------------------
------------------------------------------
